AGEP|COW|SCHL|MAR|OCCP|POBP|RELP|WKHP|SEX|RAC1P|Y|STATE
70.0|1.0|17.0|3.0|4610.0|4.0|6.0|85.0|2.0|1.0|False|OK
46.0|5.0|21.0|1.0|1050.0|40.0|0.0|40.0|1.0|1.0|True|OK
46.0|5.0|21.0|1.0|2010.0|48.0|1.0|40.0|2.0|1.0|False|OK
20.0|1.0|19.0|5.0|4720.0|10.0|4.0|30.0|1.0|9.0|False|OK
53.0|3.0|19.0|1.0|5700.0|40.0|1.0|40.0|2.0|1.0|False|OK
67.0|1.0|16.0|1.0|5240.0|5.0|0.0|40.0|2.0|1.0|True|OK
28.0|1.0|19.0|5.0|7120.0|40.0|0.0|44.0|1.0|1.0|False|OK
59.0|1.0|19.0|2.0|7800.0|40.0|6.0|40.0|2.0|1.0|False|OK
28.0|2.0|20.0|5.0|3255.0|40.0|0.0|36.0|2.0|9.0|True|OK
56.0|1.0|22.0|3.0|1430.0|17.0|0.0|85.0|1.0|1.0|True|OK
41.0|1.0|19.0|1.0|1007.0|46.0|1.0|40.0|1.0|1.0|True|OK
23.0|1.0|19.0|5.0|8140.0|29.0|2.0|50.0|1.0|1.0|False|OK
20.0|1.0|18.0|5.0|3420.0|48.0|15.0|40.0|2.0|9.0|False|OK
26.0|1.0|15.0|1.0|4250.0|303.0|1.0|40.0|1.0|1.0|False|OK
32.0|1.0|21.0|1.0|4820.0|40.0|0.0|16.0|2.0|1.0|False|OK
33.0|1.0|21.0|1.0|1520.0|40.0|1.0|99.0|1.0|1.0|True|OK
69.0|1.0|23.0|3.0|5000.0|36.0|0.0|38.0|2.0|1.0|True|OK
49.0|1.0|21.0|1.0|1930.0|364.0|0.0|40.0|1.0|1.0|False|OK
27.0|1.0|19.0|1.0|1550.0|23.0|0.0|50.0|1.0|1.0|False|OK
25.0|2.0|22.0|1.0|2010.0|6.0|1.0|38.0|2.0|1.0|False|OK
58.0|2.0|21.0|1.0|4710.0|40.0|0.0|45.0|1.0|1.0|True|OK
57.0|3.0|19.0|1.0|4020.0|40.0|1.0|32.0|2.0|1.0|False|OK
46.0|1.0|16.0|1.0|7000.0|29.0|0.0|40.0|1.0|3.0|True|OK
40.0|1.0|19.0|1.0|3500.0|20.0|1.0|36.0|2.0|1.0|False|OK
21.0|1.0|19.0|5.0|3600.0|29.0|2.0|36.0|2.0|3.0|False|OK
20.0|1.0|17.0|5.0|4010.0|29.0|2.0|40.0|2.0|3.0|False|OK
20.0|4.0|16.0|5.0|3800.0|40.0|15.0|40.0|1.0|1.0|False|OK
24.0|1.0|21.0|5.0|860.0|301.0|0.0|40.0|1.0|1.0|True|OK
24.0|1.0|21.0|5.0|1006.0|47.0|12.0|45.0|1.0|1.0|False|OK
22.0|1.0|21.0|5.0|8610.0|48.0|12.0|40.0|1.0|1.0|False|OK
53.0|1.0|16.0|1.0|5700.0|48.0|9.0|40.0|1.0|1.0|False|OK
50.0|1.0|21.0|1.0|800.0|47.0|0.0|40.0|1.0|1.0|True|OK
48.0|1.0|20.0|1.0|4130.0|40.0|1.0|25.0|2.0|1.0|False|OK
66.0|1.0|21.0|1.0|800.0|365.0|0.0|3.0|1.0|8.0|False|OK
37.0|6.0|13.0|1.0|6515.0|303.0|0.0|25.0|2.0|1.0|False|OK
43.0|6.0|9.0|1.0|6515.0|303.0|1.0|50.0|1.0|1.0|True|OK
18.0|6.0|13.0|5.0|6515.0|40.0|2.0|50.0|1.0|1.0|False|OK
22.0|1.0|16.0|1.0|6515.0|303.0|1.0|16.0|1.0|1.0|False|OK
31.0|4.0|21.0|1.0|6010.0|40.0|0.0|40.0|1.0|9.0|False|OK
31.0|4.0|21.0|1.0|2320.0|40.0|1.0|40.0|2.0|1.0|False|OK
60.0|5.0|16.0|1.0|5540.0|233.0|0.0|40.0|1.0|6.0|True|OK
51.0|1.0|16.0|1.0|9620.0|233.0|1.0|35.0|2.0|6.0|False|OK
19.0|1.0|19.0|5.0|9620.0|40.0|2.0|24.0|1.0|6.0|False|OK
61.0|1.0|19.0|3.0|4700.0|40.0|2.0|40.0|1.0|3.0|False|OK
44.0|1.0|16.0|1.0|430.0|20.0|0.0|60.0|1.0|1.0|True|OK
46.0|1.0|16.0|1.0|5240.0|40.0|1.0|40.0|2.0|1.0|False|OK
63.0|1.0|16.0|1.0|6440.0|40.0|0.0|16.0|1.0|1.0|False|OK
56.0|1.0|19.0|1.0|7140.0|19.0|0.0|40.0|1.0|1.0|True|OK
76.0|1.0|16.0|1.0|4230.0|40.0|1.0|40.0|2.0|1.0|False|OK
26.0|4.0|19.0|1.0|5110.0|40.0|0.0|48.0|2.0|1.0|False|OK
29.0|4.0|16.0|1.0|6355.0|40.0|1.0|40.0|1.0|1.0|True|OK
33.0|1.0|16.0|1.0|7700.0|40.0|0.0|40.0|2.0|1.0|False|OK
35.0|1.0|11.0|1.0|8255.0|40.0|1.0|40.0|1.0|1.0|False|OK
27.0|1.0|17.0|1.0|4760.0|4.0|11.0|40.0|1.0|1.0|False|OK
40.0|1.0|12.0|1.0|6240.0|303.0|0.0|40.0|1.0|8.0|False|OK
46.0|1.0|21.0|3.0|4760.0|20.0|0.0|50.0|1.0|3.0|True|OK
64.0|2.0|22.0|1.0|800.0|32.0|0.0|50.0|2.0|1.0|True|OK
46.0|1.0|19.0|1.0|9610.0|303.0|1.0|40.0|1.0|8.0|False|OK
33.0|1.0|16.0|1.0|4700.0|5.0|0.0|32.0|2.0|3.0|False|OK
34.0|1.0|16.0|1.0|8965.0|40.0|1.0|46.0|1.0|3.0|False|OK
63.0|2.0|16.0|5.0|9620.0|5.0|5.0|16.0|1.0|9.0|False|OK
65.0|1.0|16.0|3.0|7750.0|40.0|0.0|50.0|2.0|2.0|False|OK
66.0|1.0|20.0|1.0|9130.0|40.0|0.0|50.0|1.0|3.0|True|OK
63.0|5.0|21.0|1.0|1410.0|247.0|0.0|40.0|1.0|6.0|True|OK
55.0|1.0|16.0|1.0|7700.0|40.0|1.0|65.0|1.0|1.0|True|OK
36.0|4.0|21.0|1.0|2310.0|40.0|0.0|40.0|2.0|1.0|False|OK
34.0|1.0|21.0|1.0|4850.0|40.0|1.0|40.0|1.0|3.0|True|OK
37.0|7.0|16.0|2.0|205.0|40.0|0.0|45.0|1.0|1.0|False|OK
69.0|1.0|16.0|1.0|9130.0|48.0|0.0|22.0|1.0|1.0|False|OK
67.0|6.0|16.0|1.0|5120.0|48.0|1.0|30.0|2.0|1.0|True|OK
20.0|1.0|18.0|5.0|3600.0|40.0|0.0|40.0|2.0|3.0|False|OK
19.0|1.0|20.0|5.0|4610.0|40.0|12.0|40.0|2.0|6.0|False|OK
22.0|3.0|18.0|5.0|3600.0|40.0|15.0|40.0|1.0|1.0|False|OK
45.0|1.0|16.0|3.0|7700.0|40.0|0.0|45.0|1.0|3.0|False|OK
55.0|1.0|16.0|1.0|7200.0|40.0|1.0|45.0|1.0|1.0|True|OK
59.0|6.0|16.0|5.0|2600.0|29.0|0.0|30.0|1.0|1.0|False|OK
23.0|4.0|21.0|5.0|2200.0|5.0|0.0|25.0|1.0|1.0|False|OK
23.0|1.0|21.0|5.0|4720.0|5.0|15.0|34.0|2.0|1.0|False|OK
21.0|1.0|19.0|5.0|6420.0|40.0|0.0|35.0|1.0|1.0|False|OK
21.0|1.0|19.0|5.0|4110.0|40.0|12.0|35.0|1.0|1.0|False|OK
28.0|5.0|16.0|1.0|7750.0|40.0|0.0|40.0|1.0|1.0|False|OK
27.0|4.0|17.0|1.0|5700.0|40.0|1.0|40.0|2.0|3.0|False|OK
62.0|1.0|24.0|1.0|430.0|51.0|0.0|40.0|1.0|1.0|True|OK
60.0|2.0|21.0|1.0|2310.0|40.0|1.0|40.0|2.0|1.0|False|OK
63.0|1.0|19.0|3.0|4920.0|40.0|0.0|32.0|2.0|3.0|False|OK
31.0|1.0|20.0|1.0|7220.0|20.0|1.0|47.0|1.0|1.0|True|OK
61.0|6.0|22.0|3.0|5820.0|40.0|0.0|30.0|2.0|1.0|False|OK
28.0|1.0|20.0|3.0|3420.0|22.0|0.0|44.0|2.0|1.0|True|OK
29.0|1.0|18.0|5.0|6440.0|40.0|13.0|40.0|1.0|1.0|True|OK
54.0|4.0|23.0|5.0|230.0|35.0|0.0|57.0|1.0|1.0|True|OK
61.0|3.0|21.0|1.0|2310.0|40.0|0.0|40.0|1.0|1.0|True|OK
60.0|4.0|21.0|1.0|2010.0|40.0|1.0|52.0|2.0|1.0|False|OK
19.0|4.0|19.0|5.0|5700.0|40.0|2.0|12.0|2.0|1.0|False|OK
22.0|3.0|16.0|1.0|4250.0|40.0|0.0|40.0|1.0|1.0|False|OK
22.0|1.0|16.0|1.0|5230.0|40.0|1.0|40.0|2.0|1.0|False|OK
62.0|1.0|16.0|3.0|4220.0|40.0|0.0|12.0|2.0|1.0|False|OK
59.0|1.0|19.0|2.0|6355.0|40.0|0.0|40.0|1.0|1.0|True|OK
53.0|1.0|20.0|1.0|4760.0|29.0|0.0|47.0|1.0|1.0|True|OK
56.0|1.0|21.0|1.0|3255.0|48.0|1.0|40.0|2.0|1.0|True|OK
27.0|1.0|16.0|5.0|5240.0|40.0|2.0|5.0|2.0|1.0|False|OK
34.0|6.0|19.0|5.0|430.0|40.0|0.0|40.0|2.0|1.0|False|OK
20.0|1.0|18.0|5.0|4720.0|8.0|0.0|35.0|2.0|1.0|False|OK
30.0|1.0|16.0|5.0|7750.0|40.0|13.0|50.0|1.0|1.0|False|OK
60.0|1.0|21.0|1.0|7700.0|40.0|0.0|40.0|1.0|1.0|True|OK
67.0|1.0|13.0|1.0|4020.0|40.0|1.0|32.0|2.0|1.0|False|OK
52.0|1.0|21.0|2.0|1360.0|48.0|0.0|40.0|1.0|1.0|True|OK
19.0|1.0|16.0|5.0|4720.0|40.0|2.0|15.0|1.0|1.0|False|OK
21.0|1.0|16.0|5.0|4720.0|40.0|4.0|20.0|1.0|1.0|False|OK
28.0|1.0|19.0|3.0|4920.0|40.0|0.0|56.0|2.0|8.0|False|OK
52.0|6.0|18.0|4.0|3646.0|48.0|0.0|25.0|2.0|1.0|False|OK
59.0|5.0|20.0|1.0|430.0|25.0|0.0|45.0|2.0|1.0|True|OK
35.0|4.0|22.0|1.0|2015.0|40.0|0.0|40.0|2.0|3.0|False|OK
46.0|3.0|19.0|1.0|4220.0|40.0|1.0|40.0|1.0|3.0|False|OK
48.0|1.0|16.0|3.0|4700.0|20.0|0.0|40.0|2.0|1.0|False|OK
27.0|1.0|22.0|1.0|2000.0|6.0|0.0|30.0|2.0|1.0|False|OK
28.0|4.0|21.0|1.0|2320.0|40.0|1.0|50.0|1.0|3.0|False|OK
45.0|3.0|21.0|1.0|4600.0|20.0|0.0|15.0|1.0|1.0|False|OK
44.0|4.0|24.0|1.0|1240.0|20.0|1.0|65.0|2.0|1.0|True|OK
17.0|1.0|13.0|5.0|5620.0|53.0|2.0|20.0|1.0|1.0|False|OK
21.0|1.0|19.0|5.0|4760.0|40.0|0.0|12.0|2.0|1.0|False|OK
57.0|1.0|16.0|3.0|7020.0|48.0|0.0|40.0|1.0|1.0|False|OK
41.0|6.0|17.0|3.0|3630.0|48.0|0.0|30.0|2.0|1.0|False|OK
20.0|1.0|19.0|5.0|5240.0|48.0|0.0|10.0|2.0|1.0|False|OK
21.0|1.0|19.0|5.0|4600.0|34.0|12.0|40.0|2.0|1.0|False|OK
43.0|1.0|20.0|1.0|3320.0|48.0|0.0|40.0|1.0|1.0|False|OK
30.0|1.0|20.0|1.0|3320.0|35.0|1.0|40.0|2.0|3.0|False|OK
64.0|1.0|13.0|1.0|9260.0|6.0|0.0|40.0|1.0|1.0|True|OK
60.0|1.0|16.0|1.0|5700.0|51.0|1.0|40.0|2.0|1.0|False|OK
60.0|1.0|16.0|2.0|3600.0|48.0|0.0|38.0|2.0|1.0|False|OK
35.0|1.0|19.0|3.0|3640.0|40.0|2.0|35.0|2.0|1.0|False|OK
39.0|5.0|21.0|1.0|7000.0|48.0|0.0|40.0|1.0|1.0|True|OK
31.0|6.0|21.0|1.0|5700.0|46.0|1.0|40.0|2.0|1.0|False|OK
83.0|5.0|18.0|1.0|7140.0|36.0|0.0|40.0|1.0|1.0|True|OK
84.0|1.0|19.0|1.0|5000.0|34.0|1.0|40.0|2.0|1.0|False|OK
60.0|4.0|16.0|1.0|4220.0|40.0|0.0|40.0|1.0|3.0|False|OK
54.0|4.0|20.0|1.0|2540.0|40.0|1.0|40.0|2.0|3.0|False|OK
40.0|2.0|19.0|5.0|2310.0|40.0|2.0|40.0|2.0|3.0|False|OK
30.0|1.0|16.0|1.0|8965.0|40.0|0.0|40.0|1.0|9.0|False|OK
30.0|7.0|16.0|5.0|6260.0|40.0|0.0|40.0|1.0|1.0|False|OK
58.0|1.0|18.0|1.0|5110.0|40.0|0.0|40.0|2.0|1.0|False|OK
60.0|1.0|16.0|1.0|9130.0|40.0|1.0|40.0|1.0|1.0|False|OK
22.0|2.0|16.0|5.0|5160.0|40.0|0.0|39.0|2.0|1.0|False|OK
19.0|1.0|16.0|5.0|4020.0|40.0|13.0|35.0|1.0|8.0|False|OK
64.0|6.0|20.0|1.0|205.0|40.0|0.0|60.0|1.0|1.0|True|OK
20.0|1.0|19.0|5.0|6050.0|207.0|3.0|12.0|2.0|6.0|False|OK
42.0|7.0|23.0|1.0|2100.0|40.0|0.0|60.0|1.0|1.0|True|OK
71.0|1.0|21.0|3.0|5700.0|40.0|0.0|3.0|2.0|1.0|False|OK
35.0|1.0|19.0|1.0|8030.0|5.0|0.0|50.0|1.0|1.0|True|OK
77.0|6.0|20.0|1.0|220.0|5.0|0.0|5.0|1.0|1.0|False|OK
65.0|1.0|19.0|1.0|5800.0|36.0|1.0|40.0|2.0|1.0|False|OK
52.0|4.0|19.0|1.0|5940.0|40.0|0.0|40.0|1.0|1.0|True|OK
52.0|4.0|23.0|1.0|2200.0|5.0|1.0|40.0|2.0|1.0|False|OK
28.0|1.0|16.0|1.0|6050.0|303.0|0.0|30.0|2.0|1.0|False|OK
27.0|1.0|16.0|5.0|8740.0|40.0|0.0|40.0|1.0|1.0|False|OK
22.0|1.0|16.0|5.0|3600.0|40.0|11.0|40.0|2.0|1.0|False|OK
53.0|1.0|18.0|1.0|4220.0|40.0|0.0|60.0|1.0|1.0|False|OK
42.0|1.0|17.0|1.0|5400.0|40.0|1.0|20.0|2.0|1.0|False|OK
19.0|7.0|14.0|5.0|4060.0|40.0|2.0|10.0|2.0|1.0|False|OK
43.0|4.0|21.0|1.0|3850.0|20.0|0.0|48.0|1.0|3.0|True|OK
37.0|1.0|20.0|1.0|3255.0|40.0|1.0|40.0|2.0|3.0|False|OK
64.0|4.0|19.0|4.0|4710.0|40.0|0.0|40.0|2.0|1.0|True|OK
22.0|1.0|17.0|5.0|9620.0|48.0|7.0|25.0|1.0|1.0|False|OK
43.0|1.0|21.0|1.0|430.0|40.0|0.0|45.0|1.0|1.0|True|OK
40.0|1.0|20.0|1.0|5000.0|40.0|1.0|40.0|2.0|1.0|False|OK
63.0|1.0|16.0|1.0|4650.0|40.0|0.0|20.0|1.0|9.0|False|OK
40.0|1.0|16.0|1.0|3930.0|40.0|1.0|40.0|1.0|1.0|False|OK
63.0|1.0|16.0|1.0|8965.0|40.0|0.0|40.0|1.0|1.0|True|OK
51.0|2.0|22.0|1.0|2000.0|40.0|0.0|45.0|2.0|1.0|False|OK
51.0|1.0|18.0|1.0|220.0|48.0|1.0|45.0|1.0|8.0|True|OK
28.0|1.0|19.0|5.0|3649.0|40.0|0.0|56.0|2.0|1.0|False|OK
48.0|1.0|16.0|1.0|6200.0|23.0|1.0|40.0|1.0|1.0|True|OK
35.0|1.0|18.0|1.0|4700.0|40.0|1.0|40.0|2.0|1.0|False|OK
44.0|1.0|18.0|3.0|6355.0|48.0|0.0|48.0|1.0|1.0|False|OK
44.0|1.0|21.0|1.0|10.0|17.0|0.0|50.0|1.0|3.0|True|OK
44.0|6.0|21.0|1.0|5120.0|40.0|1.0|15.0|2.0|1.0|False|OK
18.0|1.0|14.0|5.0|4030.0|40.0|2.0|20.0|1.0|3.0|False|OK
50.0|4.0|19.0|1.0|5165.0|28.0|0.0|40.0|2.0|1.0|True|OK
61.0|7.0|16.0|1.0|4700.0|40.0|1.0|80.0|1.0|3.0|False|OK
48.0|1.0|22.0|1.0|220.0|20.0|0.0|40.0|1.0|1.0|True|OK
43.0|6.0|21.0|1.0|50.0|48.0|1.0|25.0|2.0|1.0|False|OK
69.0|1.0|20.0|1.0|1050.0|36.0|0.0|24.0|1.0|1.0|True|OK
34.0|6.0|22.0|1.0|2340.0|29.0|0.0|10.0|2.0|1.0|False|OK
35.0|3.0|16.0|1.0|9140.0|20.0|1.0|53.0|1.0|1.0|True|OK
56.0|1.0|16.0|1.0|5700.0|40.0|1.0|40.0|2.0|1.0|False|OK
60.0|1.0|20.0|5.0|5000.0|40.0|0.0|50.0|2.0|1.0|True|OK
66.0|2.0|23.0|1.0|2040.0|5.0|0.0|45.0|1.0|1.0|False|OK
32.0|3.0|19.0|4.0|4230.0|40.0|0.0|42.0|2.0|9.0|False|OK
52.0|6.0|16.0|1.0|4210.0|36.0|0.0|65.0|1.0|1.0|False|OK
51.0|1.0|16.0|1.0|5160.0|9.0|1.0|40.0|2.0|1.0|False|OK
81.0|3.0|16.0|1.0|4230.0|40.0|1.0|25.0|2.0|1.0|False|OK
50.0|1.0|16.0|1.0|4850.0|5.0|0.0|40.0|1.0|3.0|False|OK
19.0|1.0|20.0|5.0|4760.0|40.0|2.0|20.0|2.0|3.0|False|OK
65.0|1.0|17.0|3.0|4850.0|51.0|0.0|32.0|2.0|1.0|False|OK
58.0|4.0|19.0|1.0|2200.0|21.0|0.0|40.0|1.0|1.0|True|OK
50.0|1.0|16.0|1.0|5700.0|21.0|1.0|40.0|2.0|1.0|False|OK
18.0|1.0|14.0|5.0|4150.0|40.0|2.0|24.0|2.0|1.0|False|OK
44.0|1.0|17.0|1.0|3930.0|46.0|0.0|40.0|1.0|3.0|True|OK
78.0|2.0|19.0|1.0|350.0|40.0|0.0|40.0|1.0|1.0|True|OK
41.0|5.0|22.0|1.0|1020.0|229.0|0.0|40.0|1.0|6.0|True|OK
42.0|2.0|19.0|1.0|2040.0|48.0|1.0|60.0|2.0|1.0|False|OK
27.0|6.0|23.0|5.0|6050.0|48.0|10.0|30.0|1.0|6.0|False|OK
35.0|4.0|17.0|1.0|3930.0|24.0|0.0|40.0|1.0|1.0|False|OK
40.0|1.0|18.0|1.0|350.0|40.0|1.0|40.0|2.0|1.0|False|OK
18.0|1.0|19.0|5.0|4110.0|5.0|4.0|25.0|2.0|1.0|False|OK
52.0|1.0|19.0|5.0|4020.0|40.0|0.0|40.0|2.0|2.0|False|OK
56.0|6.0|23.0|1.0|2100.0|40.0|1.0|60.0|1.0|1.0|True|OK
29.0|1.0|11.0|5.0|7315.0|40.0|0.0|40.0|1.0|1.0|False|OK
22.0|5.0|20.0|5.0|3930.0|40.0|0.0|42.0|1.0|1.0|False|OK
22.0|5.0|20.0|5.0|3930.0|40.0|12.0|42.0|1.0|1.0|False|OK
28.0|1.0|16.0|1.0|430.0|5.0|0.0|40.0|2.0|3.0|False|OK
29.0|1.0|16.0|1.0|5165.0|17.0|1.0|40.0|1.0|3.0|False|OK
33.0|1.0|16.0|1.0|5700.0|5.0|0.0|40.0|2.0|1.0|False|OK
35.0|1.0|16.0|1.0|6355.0|40.0|1.0|40.0|1.0|1.0|False|OK
72.0|1.0|19.0|1.0|5120.0|40.0|0.0|40.0|2.0|1.0|False|OK
