AGEP|COW|SCHL|MAR|OCCP|POBP|RELP|WKHP|SEX|RAC1P|Y|STATE
20.0|1.0|16.0|5.0|9640.0|47.0|2.0|45.0|1.0|1.0|False|TN
63.0|2.0|19.0|1.0|2040.0|47.0|1.0|40.0|1.0|1.0|False|TN
42.0|1.0|17.0|1.0|7340.0|47.0|0.0|40.0|1.0|1.0|False|TN
34.0|1.0|16.0|1.0|6420.0|48.0|0.0|40.0|1.0|8.0|False|TN
27.0|1.0|16.0|1.0|4220.0|303.0|1.0|16.0|2.0|8.0|False|TN
57.0|6.0|20.0|1.0|4760.0|17.0|0.0|35.0|2.0|1.0|False|TN
60.0|6.0|20.0|1.0|4760.0|55.0|1.0|40.0|1.0|1.0|False|TN
49.0|7.0|21.0|1.0|6420.0|373.0|0.0|40.0|2.0|1.0|False|TN
58.0|6.0|16.0|1.0|6420.0|373.0|1.0|20.0|1.0|1.0|False|TN
22.0|1.0|16.0|5.0|4720.0|47.0|10.0|40.0|1.0|2.0|False|TN
41.0|6.0|21.0|1.0|10.0|50.0|0.0|48.0|1.0|1.0|True|TN
27.0|1.0|16.0|1.0|7315.0|47.0|0.0|40.0|1.0|1.0|False|TN
26.0|1.0|16.0|1.0|5160.0|47.0|1.0|28.0|2.0|1.0|False|TN
45.0|5.0|16.0|3.0|5540.0|13.0|0.0|60.0|2.0|1.0|True|TN
27.0|4.0|21.0|1.0|2310.0|47.0|0.0|38.0|2.0|1.0|False|TN
23.0|1.0|16.0|1.0|7410.0|47.0|1.0|40.0|1.0|1.0|False|TN
53.0|6.0|16.0|1.0|6230.0|47.0|0.0|40.0|1.0|1.0|False|TN
51.0|1.0|19.0|1.0|3500.0|47.0|1.0|32.0|2.0|1.0|False|TN
24.0|1.0|18.0|3.0|7140.0|47.0|2.0|40.0|1.0|1.0|False|TN
47.0|2.0|22.0|1.0|2310.0|47.0|0.0|45.0|2.0|1.0|False|TN
48.0|1.0|21.0|1.0|4700.0|24.0|1.0|55.0|1.0|1.0|True|TN
17.0|1.0|13.0|5.0|9620.0|47.0|2.0|12.0|1.0|1.0|False|TN
37.0|4.0|17.0|1.0|4220.0|22.0|0.0|35.0|2.0|1.0|False|TN
56.0|1.0|16.0|3.0|4110.0|47.0|0.0|39.0|2.0|1.0|False|TN
47.0|8.0|15.0|5.0|4250.0|47.0|10.0|18.0|2.0|1.0|False|TN
29.0|5.0|16.0|1.0|3930.0|47.0|0.0|40.0|1.0|2.0|False|TN
31.0|3.0|18.0|1.0|5240.0|17.0|1.0|20.0|2.0|2.0|False|TN
76.0|2.0|20.0|1.0|2060.0|47.0|1.0|32.0|2.0|1.0|False|TN
37.0|1.0|16.0|3.0|5240.0|17.0|13.0|40.0|1.0|1.0|False|TN
39.0|1.0|21.0|5.0|430.0|6.0|0.0|55.0|2.0|1.0|True|TN
54.0|1.0|20.0|3.0|8255.0|24.0|0.0|46.0|1.0|1.0|False|TN
24.0|1.0|18.0|5.0|4040.0|47.0|10.0|35.0|1.0|1.0|False|TN
39.0|8.0|17.0|3.0|4610.0|47.0|0.0|20.0|2.0|1.0|False|TN
19.0|1.0|16.0|5.0|4110.0|47.0|2.0|20.0|2.0|1.0|False|TN
55.0|1.0|18.0|1.0|20.0|110.0|0.0|40.0|1.0|1.0|True|TN
18.0|1.0|16.0|5.0|4030.0|47.0|2.0|37.0|1.0|1.0|False|TN
46.0|7.0|21.0|1.0|5000.0|36.0|0.0|50.0|2.0|1.0|True|TN
45.0|7.0|20.0|1.0|8300.0|31.0|1.0|50.0|1.0|1.0|True|TN
66.0|7.0|19.0|3.0|910.0|36.0|6.0|25.0|2.0|1.0|False|TN
48.0|1.0|17.0|1.0|5330.0|47.0|0.0|42.0|2.0|1.0|True|TN
50.0|6.0|20.0|1.0|810.0|13.0|1.0|55.0|1.0|1.0|True|TN
47.0|1.0|18.0|1.0|1006.0|47.0|0.0|40.0|1.0|1.0|True|TN
21.0|7.0|19.0|5.0|2830.0|12.0|0.0|10.0|2.0|1.0|False|TN
68.0|2.0|24.0|1.0|2200.0|22.0|1.0|20.0|1.0|1.0|True|TN
68.0|1.0|23.0|1.0|3930.0|19.0|0.0|20.0|1.0|1.0|False|TN
39.0|1.0|19.0|5.0|7315.0|47.0|0.0|42.0|1.0|2.0|False|TN
60.0|1.0|17.0|3.0|2750.0|1.0|0.0|60.0|1.0|1.0|False|TN
58.0|1.0|21.0|3.0|5700.0|1.0|13.0|40.0|2.0|1.0|False|TN
41.0|1.0|21.0|1.0|1107.0|47.0|0.0|45.0|1.0|1.0|True|TN
34.0|1.0|16.0|1.0|2340.0|47.0|1.0|38.0|2.0|1.0|False|TN
51.0|5.0|21.0|3.0|5000.0|22.0|0.0|40.0|2.0|2.0|False|TN
19.0|1.0|19.0|5.0|6260.0|6.0|2.0|40.0|1.0|2.0|False|TN
46.0|5.0|19.0|1.0|9030.0|17.0|1.0|60.0|1.0|1.0|True|TN
78.0|2.0|23.0|1.0|3060.0|47.0|0.0|15.0|1.0|1.0|False|TN
31.0|1.0|21.0|1.0|4710.0|47.0|0.0|40.0|1.0|1.0|False|TN
54.0|3.0|18.0|1.0|4130.0|47.0|0.0|30.0|2.0|1.0|False|TN
60.0|6.0|16.0|1.0|7200.0|47.0|1.0|50.0|1.0|1.0|False|TN
75.0|2.0|22.0|1.0|420.0|47.0|0.0|30.0|1.0|1.0|True|TN
42.0|1.0|21.0|1.0|50.0|39.0|0.0|50.0|2.0|1.0|True|TN
41.0|7.0|19.0|1.0|8965.0|47.0|1.0|25.0|1.0|1.0|False|TN
61.0|1.0|17.0|1.0|9130.0|26.0|0.0|66.0|1.0|1.0|True|TN
23.0|1.0|16.0|5.0|9620.0|55.0|2.0|30.0|1.0|1.0|False|TN
62.0|1.0|18.0|5.0|9620.0|5.0|0.0|40.0|2.0|2.0|False|TN
64.0|8.0|22.0|5.0|2340.0|5.0|0.0|40.0|2.0|1.0|False|TN
25.0|1.0|19.0|5.0|310.0|47.0|0.0|40.0|2.0|1.0|False|TN
26.0|1.0|16.0|1.0|7300.0|47.0|0.0|45.0|1.0|1.0|True|TN
37.0|1.0|21.0|1.0|850.0|47.0|0.0|45.0|1.0|1.0|True|TN
33.0|5.0|17.0|1.0|5000.0|39.0|0.0|80.0|1.0|1.0|True|TN
33.0|5.0|21.0|1.0|4600.0|9.0|1.0|37.0|2.0|1.0|False|TN
23.0|8.0|19.0|5.0|6050.0|47.0|0.0|40.0|2.0|1.0|False|TN
24.0|8.0|19.0|5.0|6050.0|37.0|10.0|40.0|1.0|1.0|False|TN
44.0|1.0|16.0|4.0|4720.0|47.0|0.0|20.0|1.0|1.0|False|TN
68.0|1.0|16.0|1.0|9130.0|47.0|0.0|40.0|1.0|1.0|True|TN
32.0|1.0|16.0|1.0|8720.0|47.0|4.0|50.0|1.0|1.0|False|TN
67.0|1.0|1.0|1.0|7750.0|47.0|1.0|40.0|1.0|2.0|False|TN
58.0|1.0|16.0|5.0|5165.0|47.0|10.0|40.0|2.0|2.0|False|TN
50.0|1.0|17.0|1.0|6200.0|13.0|0.0|45.0|1.0|1.0|False|TN
47.0|1.0|22.0|1.0|2630.0|45.0|1.0|45.0|2.0|1.0|True|TN
29.0|1.0|22.0|1.0|110.0|47.0|0.0|40.0|1.0|1.0|True|TN
29.0|6.0|21.0|1.0|2340.0|28.0|1.0|20.0|2.0|1.0|False|TN
30.0|6.0|23.0|5.0|2100.0|47.0|0.0|99.0|1.0|1.0|False|TN
40.0|1.0|19.0|1.0|8140.0|47.0|0.0|60.0|1.0|1.0|True|TN
24.0|1.0|20.0|5.0|4010.0|13.0|2.0|50.0|2.0|1.0|False|TN
45.0|1.0|16.0|1.0|8030.0|17.0|1.0|40.0|1.0|1.0|False|TN
53.0|3.0|20.0|1.0|3720.0|47.0|0.0|52.0|1.0|1.0|True|TN
49.0|1.0|18.0|1.0|2010.0|47.0|1.0|50.0|2.0|1.0|True|TN
63.0|1.0|12.0|3.0|7950.0|47.0|0.0|40.0|2.0|1.0|False|TN
37.0|1.0|16.0|5.0|3600.0|1.0|0.0|30.0|2.0|2.0|False|TN
37.0|2.0|21.0|1.0|5940.0|47.0|0.0|40.0|2.0|1.0|False|TN
36.0|2.0|22.0|1.0|2000.0|36.0|1.0|45.0|2.0|1.0|False|TN
34.0|1.0|17.0|1.0|5840.0|5.0|0.0|40.0|2.0|1.0|False|TN
38.0|1.0|16.0|1.0|9520.0|303.0|1.0|40.0|1.0|1.0|True|TN
33.0|1.0|19.0|3.0|6440.0|47.0|0.0|60.0|1.0|1.0|True|TN
52.0|2.0|22.0|1.0|350.0|24.0|0.0|60.0|2.0|1.0|True|TN
60.0|2.0|21.0|1.0|2630.0|37.0|1.0|55.0|1.0|1.0|True|TN
56.0|1.0|17.0|3.0|8740.0|17.0|0.0|48.0|2.0|1.0|False|TN
53.0|6.0|19.0|3.0|6260.0|47.0|0.0|60.0|1.0|1.0|True|TN
40.0|5.0|20.0|1.0|7200.0|28.0|0.0|48.0|1.0|1.0|True|TN
36.0|3.0|22.0|1.0|2010.0|47.0|1.0|40.0|2.0|1.0|False|TN
73.0|6.0|24.0|1.0|1820.0|19.0|0.0|25.0|1.0|1.0|True|TN
63.0|1.0|20.0|1.0|3255.0|19.0|1.0|40.0|2.0|1.0|False|TN
67.0|1.0|12.0|2.0|4020.0|47.0|0.0|32.0|2.0|1.0|False|TN
26.0|2.0|21.0|5.0|1006.0|47.0|0.0|41.0|2.0|2.0|False|TN
43.0|1.0|21.0|1.0|6260.0|47.0|0.0|40.0|1.0|2.0|False|TN
45.0|1.0|19.0|1.0|5240.0|47.0|1.0|40.0|2.0|2.0|False|TN
43.0|2.0|14.0|1.0|8030.0|47.0|0.0|40.0|1.0|1.0|False|TN
81.0|1.0|12.0|1.0|3655.0|47.0|1.0|40.0|1.0|2.0|False|TN
25.0|1.0|21.0|5.0|540.0|47.0|0.0|40.0|2.0|2.0|False|TN
25.0|1.0|19.0|5.0|4760.0|47.0|12.0|40.0|2.0|2.0|False|TN
70.0|1.0|16.0|1.0|9620.0|47.0|0.0|40.0|1.0|1.0|True|TN
67.0|6.0|16.0|1.0|4510.0|47.0|1.0|20.0|2.0|1.0|False|TN
28.0|4.0|20.0|1.0|1105.0|21.0|0.0|38.0|1.0|1.0|True|TN
27.0|6.0|21.0|1.0|4600.0|29.0|1.0|55.0|2.0|1.0|False|TN
21.0|1.0|19.0|5.0|4010.0|21.0|0.0|45.0|1.0|1.0|False|TN
24.0|1.0|20.0|5.0|4520.0|47.0|13.0|45.0|2.0|9.0|False|TN
28.0|1.0|19.0|1.0|3500.0|47.0|0.0|36.0|2.0|1.0|False|TN
29.0|4.0|16.0|1.0|6440.0|47.0|1.0|40.0|1.0|1.0|False|TN
58.0|1.0|21.0|1.0|300.0|47.0|1.0|60.0|1.0|1.0|True|TN
62.0|1.0|19.0|1.0|1460.0|25.0|0.0|45.0|1.0|1.0|True|TN
60.0|1.0|19.0|1.0|5700.0|25.0|1.0|30.0|2.0|1.0|False|TN
28.0|4.0|21.0|1.0|2310.0|47.0|0.0|45.0|2.0|1.0|False|TN
28.0|6.0|19.0|1.0|2830.0|47.0|1.0|40.0|1.0|1.0|True|TN
51.0|1.0|16.0|1.0|6200.0|47.0|0.0|40.0|1.0|1.0|True|TN
49.0|1.0|18.0|1.0|530.0|47.0|1.0|40.0|2.0|1.0|False|TN
40.0|1.0|21.0|1.0|1530.0|47.0|0.0|40.0|1.0|1.0|True|TN
35.0|1.0|16.0|1.0|4510.0|48.0|1.0|24.0|2.0|1.0|True|TN
30.0|1.0|21.0|1.0|3910.0|39.0|0.0|45.0|1.0|1.0|True|TN
35.0|2.0|22.0|1.0|725.0|6.0|1.0|40.0|2.0|1.0|False|TN
40.0|1.0|17.0|1.0|9620.0|32.0|0.0|45.0|1.0|1.0|False|TN
31.0|3.0|20.0|1.0|3850.0|32.0|1.0|42.0|2.0|1.0|False|TN
40.0|6.0|17.0|5.0|6330.0|47.0|0.0|30.0|1.0|1.0|False|TN
40.0|1.0|14.0|5.0|4020.0|47.0|0.0|40.0|2.0|1.0|False|TN
18.0|1.0|14.0|5.0|5260.0|47.0|2.0|40.0|2.0|1.0|False|TN
47.0|1.0|21.0|1.0|310.0|36.0|0.0|50.0|1.0|1.0|True|TN
55.0|6.0|21.0|1.0|4250.0|42.0|0.0|41.0|2.0|1.0|False|TN
58.0|1.0|20.0|1.0|8740.0|21.0|1.0|40.0|1.0|1.0|True|TN
27.0|1.0|16.0|5.0|4250.0|47.0|2.0|30.0|1.0|1.0|False|TN
49.0|1.0|16.0|5.0|7950.0|47.0|0.0|40.0|2.0|1.0|False|TN
45.0|3.0|21.0|3.0|2310.0|22.0|0.0|40.0|1.0|1.0|True|TN
23.0|1.0|15.0|5.0|4250.0|47.0|7.0|40.0|1.0|1.0|False|TN
46.0|1.0|19.0|1.0|136.0|47.0|0.0|40.0|1.0|1.0|True|TN
20.0|1.0|19.0|5.0|4760.0|47.0|2.0|20.0|2.0|1.0|False|TN
33.0|1.0|21.0|1.0|4710.0|47.0|0.0|45.0|1.0|1.0|True|TN
29.0|3.0|21.0|1.0|230.0|47.0|1.0|40.0|2.0|1.0|False|TN
39.0|1.0|21.0|5.0|540.0|47.0|0.0|40.0|1.0|1.0|True|TN
38.0|1.0|22.0|1.0|430.0|17.0|0.0|50.0|1.0|6.0|True|TN
50.0|1.0|19.0|1.0|4850.0|47.0|0.0|40.0|1.0|2.0|False|TN
50.0|1.0|19.0|1.0|5400.0|47.0|1.0|40.0|2.0|1.0|False|TN
25.0|1.0|16.0|5.0|9620.0|47.0|2.0|40.0|1.0|9.0|False|TN
47.0|5.0|19.0|1.0|5540.0|47.0|10.0|40.0|2.0|1.0|True|TN
65.0|1.0|19.0|1.0|1550.0|47.0|0.0|46.0|1.0|1.0|True|TN
66.0|6.0|16.0|1.0|4510.0|47.0|1.0|24.0|2.0|1.0|False|TN
53.0|1.0|16.0|1.0|4020.0|47.0|0.0|50.0|1.0|1.0|False|TN
48.0|1.0|15.0|1.0|4230.0|47.0|1.0|40.0|2.0|1.0|False|TN
23.0|1.0|17.0|5.0|4020.0|47.0|2.0|40.0|1.0|1.0|False|TN
20.0|1.0|16.0|5.0|5620.0|47.0|2.0|30.0|1.0|1.0|False|TN
48.0|5.0|21.0|3.0|3210.0|48.0|0.0|40.0|1.0|1.0|True|TN
34.0|1.0|20.0|1.0|5240.0|47.0|0.0|40.0|2.0|1.0|False|TN
33.0|1.0|18.0|1.0|3600.0|36.0|1.0|38.0|1.0|1.0|False|TN
34.0|1.0|18.0|5.0|9130.0|47.0|0.0|40.0|1.0|1.0|False|TN
50.0|7.0|19.0|1.0|430.0|47.0|0.0|70.0|1.0|1.0|True|TN
46.0|1.0|16.0|1.0|4220.0|8.0|0.0|40.0|1.0|1.0|True|TN
53.0|1.0|16.0|1.0|4850.0|42.0|1.0|40.0|2.0|1.0|False|TN
78.0|1.0|13.0|1.0|6050.0|47.0|0.0|40.0|2.0|1.0|False|TN
85.0|1.0|13.0|1.0|6050.0|47.0|1.0|40.0|1.0|1.0|False|TN
35.0|1.0|21.0|3.0|4110.0|47.0|0.0|35.0|2.0|1.0|False|TN
23.0|1.0|18.0|5.0|4110.0|47.0|13.0|40.0|1.0|1.0|False|TN
72.0|1.0|20.0|1.0|5620.0|21.0|0.0|40.0|2.0|1.0|False|TN
47.0|1.0|16.0|1.0|4130.0|47.0|0.0|21.0|2.0|1.0|False|TN
53.0|6.0|17.0|1.0|220.0|47.0|1.0|30.0|1.0|1.0|False|TN
35.0|4.0|21.0|1.0|1530.0|18.0|0.0|38.0|2.0|1.0|True|TN
38.0|4.0|21.0|1.0|300.0|39.0|1.0|38.0|1.0|1.0|True|TN
55.0|6.0|18.0|1.0|5700.0|47.0|0.0|30.0|2.0|1.0|False|TN
55.0|1.0|16.0|1.0|7720.0|47.0|1.0|40.0|1.0|1.0|True|TN
23.0|1.0|20.0|5.0|4850.0|47.0|2.0|40.0|1.0|1.0|False|TN
