AGEP|COW|SCHL|MAR|OCCP|POBP|RELP|WKHP|SEX|RAC1P|Y|STATE
39.0|4.0|18.0|1.0|5120.0|2.0|1.0|37.0|2.0|4.0|False|AK
20.0|1.0|15.0|5.0|4020.0|6.0|2.0|40.0|1.0|4.0|False|AK
21.0|1.0|15.0|5.0|4760.0|2.0|15.0|40.0|2.0|1.0|False|AK
62.0|6.0|21.0|1.0|430.0|18.0|0.0|40.0|2.0|1.0|False|AK
66.0|6.0|16.0|1.0|8620.0|11.0|1.0|40.0|1.0|1.0|False|AK
39.0|4.0|21.0|1.0|2310.0|2.0|0.0|40.0|2.0|1.0|True|AK
44.0|5.0|16.0|1.0|1060.0|240.0|1.0|40.0|1.0|9.0|True|AK
40.0|1.0|16.0|5.0|4710.0|6.0|0.0|40.0|2.0|4.0|False|AK
53.0|1.0|19.0|1.0|8965.0|6.0|0.0|40.0|1.0|1.0|False|AK
59.0|3.0|11.0|5.0|4720.0|2.0|0.0|20.0|2.0|4.0|False|AK
28.0|3.0|11.0|5.0|6320.0|2.0|2.0|20.0|1.0|4.0|False|AK
28.0|1.0|16.0|1.0|5160.0|233.0|0.0|40.0|2.0|6.0|False|AK
32.0|6.0|16.0|1.0|430.0|53.0|1.0|70.0|1.0|1.0|True|AK
55.0|1.0|19.0|3.0|7855.0|233.0|0.0|45.0|1.0|6.0|False|AK
67.0|1.0|20.0|3.0|7855.0|233.0|11.0|45.0|1.0|6.0|False|AK
58.0|1.0|16.0|1.0|7810.0|233.0|11.0|40.0|1.0|6.0|False|AK
55.0|1.0|19.0|1.0|7840.0|233.0|11.0|45.0|1.0|6.0|False|AK
42.0|1.0|10.0|1.0|7840.0|233.0|11.0|45.0|1.0|6.0|False|AK
24.0|1.0|21.0|1.0|3210.0|47.0|0.0|21.0|2.0|1.0|False|AK
58.0|3.0|19.0|1.0|1550.0|20.0|0.0|40.0|2.0|1.0|True|AK
69.0|1.0|16.0|1.0|2160.0|16.0|1.0|40.0|1.0|1.0|True|AK
68.0|2.0|19.0|2.0|2540.0|2.0|0.0|32.0|2.0|1.0|True|AK
41.0|1.0|19.0|5.0|5620.0|2.0|2.0|40.0|1.0|1.0|False|AK
49.0|6.0|13.0|5.0|430.0|2.0|0.0|30.0|1.0|9.0|False|AK
52.0|7.0|16.0|5.0|4700.0|2.0|5.0|40.0|1.0|9.0|True|AK
70.0|3.0|21.0|1.0|2540.0|53.0|1.0|5.0|1.0|8.0|True|AK
60.0|1.0|16.0|5.0|6050.0|4.0|0.0|40.0|1.0|1.0|False|AK
36.0|7.0|18.0|1.0|6660.0|8.0|0.0|40.0|1.0|1.0|True|AK
36.0|1.0|16.0|1.0|5400.0|316.0|1.0|38.0|2.0|5.0|False|AK
68.0|2.0|20.0|1.0|5400.0|2.0|0.0|40.0|2.0|4.0|False|AK
63.0|6.0|21.0|1.0|6100.0|13.0|1.0|99.0|1.0|1.0|False|AK
32.0|1.0|20.0|5.0|3400.0|2.0|0.0|80.0|2.0|1.0|False|AK
38.0|1.0|16.0|5.0|9600.0|2.0|13.0|40.0|2.0|1.0|False|AK
34.0|7.0|17.0|5.0|6100.0|2.0|0.0|40.0|2.0|1.0|False|AK
28.0|4.0|16.0|5.0|2000.0|29.0|0.0|60.0|1.0|1.0|False|AK
61.0|4.0|22.0|1.0|2310.0|53.0|0.0|50.0|2.0|1.0|True|AK
44.0|2.0|19.0|1.0|420.0|30.0|0.0|40.0|1.0|1.0|True|AK
46.0|1.0|19.0|1.0|4700.0|34.0|1.0|40.0|2.0|1.0|True|AK
35.0|1.0|1.0|1.0|7855.0|223.0|0.0|40.0|2.0|6.0|False|AK
21.0|1.0|14.0|5.0|4720.0|242.0|2.0|20.0|2.0|6.0|False|AK
19.0|1.0|16.0|5.0|4720.0|242.0|2.0|6.0|1.0|6.0|False|AK
67.0|1.0|16.0|1.0|4700.0|163.0|0.0|50.0|1.0|1.0|False|AK
64.0|1.0|16.0|5.0|4760.0|163.0|5.0|52.0|1.0|1.0|False|AK
67.0|1.0|19.0|3.0|4030.0|19.0|0.0|84.0|2.0|1.0|False|AK
53.0|3.0|16.0|4.0|4220.0|2.0|0.0|30.0|1.0|4.0|False|AK
65.0|1.0|22.0|1.0|430.0|17.0|0.0|40.0|1.0|1.0|True|AK
57.0|2.0|21.0|1.0|430.0|2.0|1.0|40.0|2.0|1.0|True|AK
78.0|2.0|19.0|1.0|2040.0|37.0|0.0|60.0|1.0|1.0|False|AK
61.0|2.0|19.0|1.0|950.0|2.0|1.0|42.0|2.0|1.0|True|AK
47.0|1.0|21.0|3.0|1740.0|6.0|0.0|90.0|1.0|1.0|True|AK
24.0|1.0|18.0|5.0|7315.0|15.0|0.0|80.0|1.0|9.0|True|AK
54.0|1.0|21.0|1.0|7000.0|2.0|0.0|40.0|1.0|4.0|True|AK
53.0|2.0|19.0|1.0|2025.0|55.0|1.0|40.0|2.0|4.0|False|AK
35.0|1.0|16.0|3.0|340.0|2.0|2.0|40.0|2.0|4.0|False|AK
64.0|6.0|19.0|1.0|4710.0|41.0|0.0|50.0|1.0|1.0|False|AK
56.0|1.0|19.0|3.0|9130.0|53.0|0.0|50.0|1.0|1.0|True|AK
18.0|1.0|16.0|5.0|4610.0|217.0|3.0|32.0|2.0|6.0|False|AK
46.0|1.0|18.0|3.0|4020.0|2.0|0.0|40.0|2.0|4.0|False|AK
35.0|1.0|19.0|1.0|4720.0|27.0|0.0|35.0|1.0|1.0|False|AK
31.0|2.0|16.0|1.0|4610.0|6.0|1.0|25.0|2.0|1.0|False|AK
53.0|1.0|16.0|1.0|220.0|6.0|1.0|40.0|1.0|1.0|True|AK
30.0|3.0|19.0|5.0|1107.0|2.0|2.0|15.0|1.0|4.0|False|AK
41.0|1.0|16.0|3.0|6440.0|2.0|0.0|40.0|1.0|1.0|True|AK
32.0|1.0|21.0|1.0|4510.0|2.0|0.0|40.0|2.0|1.0|False|AK
34.0|1.0|21.0|1.0|1310.0|48.0|1.0|40.0|1.0|1.0|False|AK
26.0|1.0|16.0|4.0|6320.0|2.0|10.0|70.0|1.0|1.0|False|AK
64.0|7.0|19.0|1.0|6515.0|20.0|1.0|70.0|1.0|1.0|True|AK
47.0|1.0|17.0|1.0|7020.0|30.0|0.0|70.0|1.0|1.0|True|AK
43.0|1.0|19.0|1.0|4600.0|163.0|1.0|20.0|2.0|1.0|False|AK
54.0|3.0|19.0|1.0|2540.0|6.0|0.0|40.0|1.0|1.0|False|AK
54.0|4.0|18.0|3.0|2320.0|2.0|0.0|37.0|1.0|4.0|False|AK
53.0|3.0|16.0|5.0|10.0|2.0|13.0|37.0|2.0|4.0|False|AK
35.0|1.0|18.0|1.0|3600.0|6.0|0.0|37.0|2.0|9.0|False|AK
20.0|1.0|14.0|5.0|9350.0|2.0|15.0|20.0|1.0|1.0|False|AK
33.0|3.0|19.0|5.0|5000.0|2.0|0.0|30.0|2.0|4.0|False|AK
58.0|1.0|18.0|1.0|4700.0|6.0|0.0|40.0|2.0|1.0|False|AK
59.0|1.0|16.0|1.0|7855.0|110.0|1.0|84.0|1.0|1.0|False|AK
55.0|1.0|16.0|4.0|20.0|2.0|0.0|70.0|2.0|4.0|False|AK
34.0|1.0|18.0|3.0|4700.0|2.0|0.0|20.0|2.0|4.0|False|AK
36.0|1.0|16.0|3.0|8255.0|41.0|13.0|40.0|1.0|1.0|False|AK
19.0|1.0|14.0|5.0|9620.0|2.0|0.0|50.0|1.0|3.0|False|AK
34.0|2.0|16.0|3.0|4700.0|2.0|2.0|30.0|2.0|4.0|False|AK
26.0|1.0|15.0|5.0|4720.0|2.0|15.0|20.0|1.0|4.0|False|AK
