AGEP|COW|SCHL|MAR|OCCP|POBP|RELP|WKHP|SEX|RAC1P|Y|STATE
20.0|1.0|16.0|5.0|4050.0|24.0|2.0|40.0|1.0|2.0|False|GA
61.0|3.0|19.0|1.0|2540.0|13.0|1.0|35.0|2.0|1.0|False|GA
25.0|1.0|19.0|5.0|5700.0|13.0|2.0|32.0|2.0|1.0|False|GA
62.0|4.0|1.0|3.0|4230.0|13.0|0.0|25.0|2.0|1.0|False|GA
45.0|4.0|21.0|5.0|2310.0|13.0|0.0|40.0|2.0|2.0|False|GA
60.0|1.0|21.0|5.0|4850.0|47.0|0.0|70.0|2.0|2.0|True|GA
65.0|7.0|22.0|5.0|4920.0|13.0|0.0|50.0|2.0|1.0|False|GA
59.0|1.0|19.0|1.0|120.0|48.0|0.0|60.0|2.0|2.0|True|GA
60.0|1.0|16.0|1.0|8610.0|13.0|1.0|48.0|1.0|2.0|False|GA
37.0|1.0|21.0|1.0|7010.0|48.0|0.0|48.0|1.0|1.0|True|GA
38.0|8.0|22.0|1.0|850.0|25.0|1.0|45.0|2.0|1.0|True|GA
49.0|6.0|22.0|1.0|4320.0|13.0|0.0|40.0|2.0|1.0|True|GA
54.0|4.0|16.0|1.0|7220.0|13.0|1.0|40.0|1.0|1.0|True|GA
17.0|1.0|14.0|5.0|4760.0|13.0|2.0|28.0|2.0|1.0|False|GA
51.0|7.0|21.0|3.0|500.0|27.0|0.0|60.0|1.0|1.0|True|GA
64.0|1.0|22.0|3.0|4760.0|39.0|12.0|40.0|1.0|1.0|False|GA
62.0|1.0|19.0|1.0|5610.0|11.0|0.0|40.0|1.0|1.0|False|GA
23.0|1.0|19.0|5.0|4110.0|51.0|2.0|20.0|2.0|1.0|False|GA
31.0|7.0|21.0|5.0|10.0|1.0|0.0|50.0|1.0|2.0|False|GA
46.0|1.0|15.0|5.0|9140.0|13.0|2.0|40.0|1.0|2.0|False|GA
49.0|1.0|1.0|5.0|9140.0|13.0|3.0|40.0|1.0|2.0|False|GA
50.0|1.0|18.0|3.0|5240.0|13.0|0.0|40.0|2.0|2.0|True|GA
22.0|1.0|19.0|5.0|4110.0|13.0|2.0|48.0|2.0|2.0|False|GA
45.0|1.0|19.0|3.0|4700.0|34.0|0.0|40.0|2.0|2.0|False|GA
53.0|1.0|16.0|5.0|7750.0|12.0|13.0|40.0|1.0|2.0|False|GA
58.0|3.0|16.0|1.0|4020.0|13.0|0.0|25.0|2.0|1.0|False|GA
58.0|1.0|22.0|1.0|50.0|36.0|1.0|55.0|1.0|1.0|True|GA
47.0|1.0|20.0|5.0|9620.0|13.0|0.0|40.0|2.0|1.0|False|GA
27.0|1.0|19.0|5.0|5700.0|13.0|2.0|40.0|2.0|2.0|False|GA
61.0|1.0|21.0|1.0|710.0|13.0|0.0|45.0|2.0|1.0|True|GA
54.0|1.0|21.0|1.0|4700.0|13.0|1.0|45.0|1.0|1.0|True|GA
29.0|1.0|14.0|1.0|3930.0|13.0|1.0|38.0|1.0|1.0|False|GA
28.0|1.0|22.0|5.0|430.0|103.0|0.0|45.0|1.0|1.0|True|GA
25.0|4.0|21.0|5.0|2200.0|247.0|13.0|20.0|1.0|6.0|False|GA
32.0|1.0|19.0|5.0|8965.0|13.0|0.0|40.0|1.0|1.0|False|GA
45.0|1.0|21.0|4.0|5940.0|22.0|0.0|45.0|2.0|2.0|False|GA
42.0|1.0|14.0|2.0|7200.0|333.0|15.0|40.0|1.0|2.0|False|GA
29.0|5.0|18.0|1.0|2340.0|4.0|0.0|50.0|1.0|1.0|False|GA
58.0|3.0|20.0|1.0|2310.0|13.0|0.0|40.0|2.0|2.0|False|GA
58.0|1.0|16.0|1.0|430.0|13.0|1.0|40.0|1.0|2.0|True|GA
58.0|1.0|17.0|5.0|6200.0|303.0|0.0|40.0|1.0|3.0|False|GA
26.0|1.0|19.0|5.0|2600.0|13.0|0.0|35.0|1.0|1.0|False|GA
28.0|1.0|18.0|5.0|1050.0|13.0|12.0|30.0|1.0|1.0|False|GA
25.0|1.0|19.0|5.0|430.0|13.0|13.0|30.0|2.0|9.0|False|GA
32.0|2.0|21.0|5.0|800.0|13.0|0.0|40.0|2.0|1.0|True|GA
71.0|7.0|16.0|1.0|9130.0|13.0|0.0|48.0|1.0|1.0|False|GA
35.0|3.0|21.0|1.0|3740.0|303.0|1.0|80.0|1.0|1.0|True|GA
44.0|3.0|22.0|1.0|2320.0|19.0|0.0|45.0|2.0|1.0|True|GA
46.0|7.0|17.0|1.0|6420.0|41.0|1.0|30.0|1.0|1.0|False|GA
57.0|1.0|21.0|1.0|1010.0|13.0|0.0|40.0|1.0|1.0|True|GA
58.0|1.0|20.0|1.0|710.0|22.0|1.0|40.0|2.0|1.0|True|GA
47.0|1.0|9.0|5.0|4230.0|303.0|0.0|40.0|2.0|8.0|False|GA
45.0|1.0|22.0|1.0|710.0|8.0|0.0|40.0|1.0|2.0|True|GA
35.0|1.0|19.0|5.0|1107.0|12.0|0.0|55.0|1.0|1.0|True|GA
42.0|1.0|16.0|1.0|6260.0|303.0|0.0|48.0|1.0|8.0|True|GA
51.0|1.0|21.0|1.0|1107.0|42.0|0.0|45.0|1.0|1.0|True|GA
49.0|1.0|20.0|1.0|3255.0|18.0|1.0|40.0|2.0|1.0|False|GA
20.0|1.0|19.0|5.0|4720.0|24.0|2.0|20.0|2.0|1.0|False|GA
57.0|1.0|19.0|1.0|4710.0|28.0|0.0|50.0|1.0|1.0|False|GA
52.0|4.0|18.0|1.0|5700.0|13.0|1.0|40.0|2.0|1.0|False|GA
50.0|1.0|16.0|5.0|9620.0|13.0|12.0|30.0|1.0|2.0|False|GA
37.0|6.0|17.0|4.0|3630.0|13.0|0.0|45.0|2.0|9.0|False|GA
29.0|1.0|16.0|5.0|120.0|303.0|0.0|40.0|1.0|1.0|False|GA
28.0|4.0|21.0|1.0|2320.0|303.0|5.0|20.0|2.0|1.0|False|GA
30.0|1.0|17.0|1.0|4710.0|303.0|10.0|40.0|1.0|1.0|False|GA
52.0|1.0|23.0|1.0|300.0|45.0|0.0|45.0|1.0|1.0|True|GA
50.0|2.0|22.0|1.0|2400.0|24.0|1.0|45.0|2.0|1.0|True|GA
17.0|2.0|14.0|5.0|3955.0|13.0|2.0|20.0|2.0|1.0|False|GA
62.0|6.0|16.0|1.0|4810.0|13.0|0.0|10.0|2.0|1.0|False|GA
66.0|1.0|18.0|1.0|4650.0|13.0|1.0|20.0|1.0|1.0|False|GA
20.0|1.0|16.0|5.0|4720.0|2.0|0.0|40.0|2.0|1.0|False|GA
82.0|1.0|9.0|1.0|9600.0|13.0|1.0|40.0|1.0|2.0|True|GA
63.0|4.0|15.0|4.0|4720.0|13.0|0.0|7.0|2.0|2.0|False|GA
70.0|7.0|16.0|1.0|4840.0|13.0|0.0|30.0|1.0|1.0|True|GA
38.0|1.0|16.0|1.0|4700.0|13.0|0.0|50.0|2.0|1.0|False|GA
30.0|1.0|16.0|1.0|9620.0|303.0|1.0|40.0|1.0|1.0|False|GA
26.0|1.0|18.0|1.0|4720.0|26.0|0.0|40.0|2.0|2.0|False|GA
23.0|1.0|18.0|1.0|9420.0|13.0|1.0|40.0|1.0|2.0|False|GA
23.0|1.0|18.0|5.0|4530.0|13.0|12.0|40.0|1.0|2.0|False|GA
47.0|1.0|16.0|1.0|7330.0|164.0|0.0|40.0|1.0|1.0|False|GA
35.0|5.0|21.0|4.0|630.0|53.0|0.0|50.0|1.0|1.0|True|GA
24.0|1.0|21.0|1.0|1460.0|13.0|0.0|50.0|1.0|1.0|True|GA
24.0|3.0|21.0|1.0|2310.0|13.0|1.0|50.0|2.0|1.0|False|GA
59.0|1.0|21.0|3.0|20.0|13.0|0.0|50.0|1.0|1.0|True|GA
25.0|1.0|21.0|5.0|5000.0|12.0|13.0|45.0|2.0|9.0|False|GA
59.0|5.0|22.0|3.0|430.0|33.0|0.0|55.0|2.0|1.0|True|GA
49.0|1.0|18.0|1.0|3600.0|13.0|1.0|40.0|2.0|2.0|False|GA
72.0|1.0|16.0|1.0|1550.0|13.0|0.0|45.0|1.0|1.0|True|GA
35.0|1.0|16.0|5.0|4700.0|13.0|2.0|40.0|2.0|1.0|True|GA
39.0|1.0|17.0|3.0|4220.0|13.0|0.0|40.0|1.0|1.0|True|GA
49.0|1.0|22.0|1.0|4920.0|13.0|0.0|70.0|1.0|1.0|True|GA
17.0|1.0|14.0|5.0|4620.0|13.0|2.0|40.0|1.0|1.0|False|GA
53.0|4.0|22.0|1.0|2310.0|13.0|0.0|40.0|2.0|1.0|True|GA
59.0|1.0|22.0|1.0|4600.0|13.0|1.0|40.0|1.0|1.0|False|GA
31.0|1.0|24.0|5.0|2100.0|13.0|2.0|60.0|1.0|1.0|False|GA
25.0|1.0|20.0|5.0|4460.0|37.0|2.0|40.0|1.0|1.0|False|GA
54.0|1.0|21.0|1.0|9130.0|37.0|0.0|84.0|1.0|1.0|False|GA
49.0|1.0|20.0|1.0|3220.0|18.0|1.0|72.0|2.0|1.0|True|GA
72.0|7.0|16.0|4.0|4700.0|303.0|0.0|81.0|1.0|8.0|False|GA
19.0|6.0|16.0|5.0|4700.0|13.0|2.0|30.0|1.0|8.0|False|GA
47.0|5.0|20.0|5.0|160.0|40.0|0.0|40.0|1.0|9.0|True|GA
43.0|7.0|20.0|1.0|4760.0|13.0|1.0|35.0|1.0|2.0|False|GA
28.0|1.0|21.0|5.0|4210.0|13.0|0.0|50.0|1.0|1.0|True|GA
27.0|1.0|18.0|5.0|8965.0|13.0|15.0|36.0|1.0|1.0|False|GA
65.0|5.0|21.0|1.0|220.0|212.0|0.0|40.0|1.0|1.0|True|GA
74.0|1.0|11.0|2.0|3600.0|13.0|0.0|37.0|2.0|2.0|False|GA
43.0|1.0|17.0|5.0|6230.0|13.0|0.0|30.0|1.0|1.0|False|GA
37.0|1.0|13.0|4.0|6330.0|303.0|0.0|30.0|2.0|1.0|False|GA
31.0|1.0|13.0|5.0|6330.0|303.0|5.0|40.0|1.0|1.0|False|GA
31.0|1.0|13.0|5.0|6330.0|303.0|13.0|40.0|1.0|1.0|False|GA
42.0|7.0|19.0|3.0|6260.0|13.0|0.0|50.0|1.0|1.0|True|GA
61.0|1.0|16.0|1.0|5860.0|13.0|1.0|40.0|2.0|1.0|False|GA
27.0|2.0|22.0|1.0|10.0|42.0|0.0|45.0|2.0|1.0|False|GA
28.0|1.0|21.0|1.0|300.0|233.0|1.0|45.0|1.0|6.0|True|GA
54.0|1.0|23.0|3.0|2100.0|17.0|0.0|45.0|1.0|1.0|True|GA
43.0|1.0|21.0|1.0|110.0|9.0|1.0|50.0|1.0|1.0|True|GA
61.0|1.0|17.0|1.0|430.0|55.0|0.0|50.0|1.0|1.0|False|GA
61.0|2.0|18.0|1.0|2060.0|55.0|1.0|33.0|2.0|1.0|False|GA
46.0|1.0|22.0|3.0|430.0|217.0|0.0|50.0|1.0|6.0|True|GA
31.0|5.0|20.0|1.0|9810.0|39.0|0.0|50.0|1.0|1.0|True|GA
59.0|1.0|15.0|1.0|9130.0|20.0|1.0|70.0|1.0|9.0|False|GA
49.0|6.0|20.0|1.0|6260.0|139.0|0.0|20.0|1.0|1.0|False|GA
49.0|7.0|21.0|1.0|4840.0|36.0|1.0|40.0|2.0|1.0|True|GA
60.0|1.0|21.0|1.0|6230.0|13.0|0.0|40.0|1.0|2.0|False|GA
41.0|1.0|17.0|4.0|4220.0|13.0|4.0|24.0|1.0|2.0|False|GA
54.0|6.0|21.0|3.0|4850.0|13.0|0.0|30.0|1.0|1.0|False|GA
59.0|1.0|21.0|1.0|5165.0|1.0|1.0|40.0|2.0|1.0|True|GA
20.0|1.0|19.0|5.0|4110.0|13.0|2.0|25.0|1.0|1.0|False|GA
36.0|1.0|22.0|1.0|4760.0|12.0|0.0|15.0|2.0|1.0|False|GA
39.0|7.0|22.0|1.0|1030.0|13.0|1.0|60.0|1.0|1.0|True|GA
50.0|2.0|21.0|1.0|3255.0|13.0|0.0|40.0|2.0|1.0|True|GA
51.0|1.0|21.0|1.0|430.0|37.0|1.0|45.0|1.0|1.0|True|GA
62.0|6.0|17.0|5.0|6420.0|48.0|0.0|20.0|1.0|1.0|False|GA
37.0|2.0|19.0|1.0|2300.0|13.0|0.0|25.0|2.0|1.0|False|GA
40.0|4.0|20.0|1.0|4220.0|217.0|1.0|40.0|1.0|6.0|True|GA
39.0|4.0|20.0|5.0|3600.0|13.0|5.0|40.0|2.0|1.0|False|GA
47.0|4.0|21.0|5.0|10.0|13.0|0.0|40.0|1.0|1.0|True|GA
40.0|1.0|21.0|5.0|2800.0|13.0|13.0|40.0|1.0|1.0|False|GA
54.0|1.0|16.0|5.0|7700.0|47.0|0.0|40.0|1.0|2.0|False|GA
50.0|1.0|16.0|5.0|7700.0|28.0|11.0|40.0|2.0|2.0|False|GA
40.0|1.0|16.0|1.0|310.0|13.0|0.0|50.0|2.0|2.0|False|GA
39.0|1.0|16.0|1.0|310.0|13.0|1.0|50.0|1.0|2.0|True|GA
24.0|1.0|21.0|5.0|4760.0|13.0|2.0|25.0|2.0|2.0|False|GA
46.0|7.0|23.0|4.0|2100.0|453.0|2.0|40.0|2.0|2.0|False|GA
33.0|1.0|22.0|1.0|430.0|17.0|0.0|42.0|2.0|1.0|True|GA
32.0|1.0|24.0|1.0|3050.0|13.0|1.0|40.0|1.0|1.0|True|GA
46.0|5.0|22.0|1.0|710.0|11.0|0.0|40.0|2.0|2.0|True|GA
43.0|1.0|21.0|1.0|1050.0|36.0|1.0|40.0|1.0|2.0|False|GA
55.0|1.0|18.0|3.0|160.0|47.0|0.0|40.0|1.0|1.0|True|GA
29.0|1.0|18.0|1.0|4700.0|17.0|0.0|55.0|2.0|1.0|False|GA
45.0|5.0|16.0|5.0|3850.0|13.0|0.0|40.0|1.0|2.0|True|GA
52.0|1.0|21.0|1.0|800.0|27.0|0.0|40.0|2.0|1.0|False|GA
65.0|1.0|21.0|1.0|540.0|39.0|1.0|40.0|1.0|1.0|True|GA
40.0|1.0|21.0|3.0|20.0|5.0|0.0|50.0|2.0|1.0|False|GA
30.0|1.0|21.0|1.0|2850.0|13.0|0.0|35.0|1.0|1.0|True|GA
30.0|3.0|23.0|1.0|2000.0|13.0|1.0|40.0|2.0|1.0|False|GA
47.0|1.0|14.0|5.0|6260.0|13.0|0.0|30.0|1.0|2.0|False|GA
32.0|1.0|16.0|5.0|3930.0|13.0|13.0|40.0|2.0|2.0|False|GA
55.0|4.0|16.0|1.0|9120.0|47.0|0.0|40.0|1.0|1.0|True|GA
54.0|1.0|20.0|1.0|3620.0|47.0|1.0|25.0|2.0|1.0|False|GA
56.0|1.0|18.0|4.0|9140.0|13.0|0.0|70.0|1.0|2.0|False|GA
68.0|6.0|21.0|1.0|3930.0|45.0|0.0|14.0|1.0|2.0|True|GA
60.0|1.0|20.0|1.0|800.0|9.0|1.0|42.0|2.0|2.0|True|GA
65.0|1.0|21.0|1.0|205.0|13.0|1.0|60.0|1.0|1.0|False|GA
47.0|1.0|12.0|4.0|6260.0|303.0|0.0|45.0|1.0|8.0|False|GA
27.0|1.0|20.0|5.0|2340.0|13.0|0.0|40.0|2.0|2.0|False|GA
